timestamp,region,city,item_id,demand
2/22/2018,region_1,city_2,item_1,185
2/23/2018,region_1,city_2,item_1,162
2/24/2018,region_1,city_2,item_1,74
2/25/2018,region_1,city_2,item_1,36
2/26/2018,region_1,city_2,item_1,149
2/27/2018,region_1,city_2,item_1,183
2/28/2018,region_1,city_2,item_1,141
3/1/2018,region_1,city_2,item_1,170
3/2/2018,region_1,city_2,item_1,135
3/3/2018,region_1,city_2,item_1,45
3/4/2018,region_1,city_2,item_1,18
3/5/2018,region_1,city_2,item_1,160
3/6/2018,region_1,city_2,item_1,177
3/7/2018,region_1,city_2,item_1,165
3/8/2018,region_1,city_2,item_1,108
3/9/2018,region_1,city_2,item_1,109
3/10/2018,region_1,city_2,item_1,38
3/11/2018,region_1,city_2,item_1,12
3/12/2018,region_1,city_2,item_1,174
3/13/2018,region_1,city_2,item_1,158
3/14/2018,region_1,city_2,item_1,171
3/15/2018,region_1,city_2,item_1,179
3/16/2018,region_1,city_2,item_1,151
3/17/2018,region_1,city_2,item_1,68
3/18/2018,region_1,city_2,item_1,22
3/19/2018,region_1,city_2,item_1,161
3/20/2018,region_1,city_2,item_1,162
3/21/2018,region_1,city_2,item_1,177
3/22/2018,region_1,city_2,item_1,155
3/23/2018,region_1,city_2,item_1,91
3/24/2018,region_1,city_2,item_1,24
3/25/2018,region_1,city_2,item_1,10
3/26/2018,region_1,city_2,item_1,92
3/27/2018,region_1,city_2,item_1,124
3/28/2018,region_1,city_2,item_1,164
3/29/2018,region_1,city_2,item_1,130
3/30/2018,region_1,city_2,item_1,85
3/31/2018,region_1,city_2,item_1,22
4/1/2018,region_1,city_2,item_1,11
4/2/2018,region_1,city_2,item_1,226
4/3/2018,region_1,city_2,item_1,187
4/4/2018,region_1,city_2,item_1,169
4/5/2018,region_1,city_2,item_1,189
4/6/2018,region_1,city_2,item_1,144
4/7/2018,region_1,city_2,item_1,41
4/8/2018,region_1,city_2,item_1,18
4/9/2018,region_1,city_2,item_1,145
4/10/2018,region_1,city_2,item_1,122
4/11/2018,region_1,city_2,item_1,140
4/12/2018,region_1,city_2,item_1,141
4/13/2018,region_1,city_2,item_1,120
4/14/2018,region_1,city_2,item_1,30
4/15/2018,region_1,city_2,item_1,11
4/16/2018,region_1,city_2,item_1,192
4/17/2018,region_1,city_2,item_1,215
4/18/2018,region_1,city_2,item_1,171
4/19/2018,region_1,city_2,item_1,213
4/20/2018,region_1,city_2,item_1,152
4/21/2018,region_1,city_2,item_1,53
4/22/2018,region_1,city_2,item_1,13
4/23/2018,region_1,city_2,item_1,156
4/24/2018,region_1,city_2,item_1,206
4/25/2018,region_1,city_2,item_1,211
4/26/2018,region_1,city_2,item_1,176
4/27/2018,region_1,city_2,item_1,218
4/28/2018,region_1,city_2,item_1,48
4/29/2018,region_1,city_2,item_1,14
4/30/2018,region_1,city_2,item_1,149
5/1/2018,region_1,city_2,item_1,216
5/2/2018,region_1,city_2,item_1,186
5/3/2018,region_1,city_2,item_1,185
5/4/2018,region_1,city_2,item_1,150
5/5/2018,region_1,city_2,item_1,50
5/6/2018,region_1,city_2,item_1,21
5/7/2018,region_1,city_2,item_1,144
5/8/2018,region_1,city_2,item_1,209
5/9/2018,region_1,city_2,item_1,198
5/10/2018,region_1,city_2,item_1,138
5/11/2018,region_1,city_2,item_1,121
5/12/2018,region_1,city_2,item_1,46
5/13/2018,region_1,city_2,item_1,14
5/14/2018,region_1,city_2,item_1,153
5/15/2018,region_1,city_2,item_1,198
5/16/2018,region_1,city_2,item_1,235
5/17/2018,region_1,city_2,item_1,214
5/18/2018,region_1,city_2,item_1,213
5/19/2018,region_1,city_2,item_1,66
5/20/2018,region_1,city_2,item_1,27
5/21/2018,region_1,city_2,item_1,201
5/22/2018,region_1,city_2,item_1,204
5/23/2018,region_1,city_2,item_1,200
5/24/2018,region_1,city_2,item_1,151
5/25/2018,region_1,city_2,item_1,204
5/26/2018,region_1,city_2,item_1,50
5/27/2018,region_1,city_2,item_1,11
5/28/2018,region_1,city_2,item_1,31
5/29/2018,region_1,city_2,item_1,234
5/30/2018,region_1,city_2,item_1,193
5/31/2018,region_1,city_2,item_1,191
6/1/2018,region_1,city_2,item_1,226
6/2/2018,region_1,city_2,item_1,113
6/3/2018,region_1,city_2,item_1,15
6/4/2018,region_1,city_2,item_1,182
6/5/2018,region_1,city_2,item_1,153
6/6/2018,region_1,city_2,item_1,160
6/7/2018,region_1,city_2,item_1,155
6/8/2018,region_1,city_2,item_1,158
6/9/2018,region_1,city_2,item_1,87
6/10/2018,region_1,city_2,item_1,26
6/11/2018,region_1,city_2,item_1,158
6/12/2018,region_1,city_2,item_1,162
6/13/2018,region_1,city_2,item_1,193
6/14/2018,region_1,city_2,item_1,154
6/15/2018,region_1,city_2,item_1,145
6/16/2018,region_1,city_2,item_1,82
6/17/2018,region_1,city_2,item_1,11
6/18/2018,region_1,city_2,item_1,217
6/19/2018,region_1,city_2,item_1,248
6/20/2018,region_1,city_2,item_1,221
6/21/2018,region_1,city_2,item_1,147
6/22/2018,region_1,city_2,item_1,160
6/23/2018,region_1,city_2,item_1,69
6/24/2018,region_1,city_2,item_1,23
6/25/2018,region_1,city_2,item_1,147
6/26/2018,region_1,city_2,item_1,198
6/27/2018,region_1,city_2,item_1,172
6/28/2018,region_1,city_2,item_1,157
6/29/2018,region_1,city_2,item_1,169
6/30/2018,region_1,city_2,item_1,59
7/1/2018,region_1,city_2,item_1,22
7/2/2018,region_1,city_2,item_1,126
7/3/2018,region_1,city_2,item_1,163
7/4/2018,region_1,city_2,item_1,34
7/5/2018,region_1,city_2,item_1,191
7/6/2018,region_1,city_2,item_1,214
7/7/2018,region_1,city_2,item_1,103
7/8/2018,region_1,city_2,item_1,21
7/9/2018,region_1,city_2,item_1,196
7/10/2018,region_1,city_2,item_1,186
7/11/2018,region_1,city_2,item_1,175
7/12/2018,region_1,city_2,item_1,187
7/13/2018,region_1,city_2,item_1,218
7/14/2018,region_1,city_2,item_1,67
7/15/2018,region_1,city_2,item_1,15
7/16/2018,region_1,city_2,item_1,154
7/17/2018,region_1,city_2,item_1,137
7/18/2018,region_1,city_2,item_1,92
7/19/2018,region_1,city_2,item_1,119
7/20/2018,region_1,city_2,item_1,179
7/21/2018,region_1,city_2,item_1,64
7/22/2018,region_1,city_2,item_1,38
7/23/2018,region_1,city_2,item_1,219
7/24/2018,region_1,city_2,item_1,197
7/25/2018,region_1,city_2,item_1,213
7/26/2018,region_1,city_2,item_1,183
7/27/2018,region_1,city_2,item_1,182
7/28/2018,region_1,city_2,item_1,63
7/29/2018,region_1,city_2,item_1,32
7/30/2018,region_1,city_2,item_1,210
7/31/2018,region_1,city_2,item_1,198
8/1/2018,region_1,city_2,item_1,170
8/2/2018,region_1,city_2,item_1,180
8/3/2018,region_1,city_2,item_1,148
8/4/2018,region_1,city_2,item_1,71
8/5/2018,region_1,city_2,item_1,20
8/6/2018,region_1,city_2,item_1,170
8/7/2018,region_1,city_2,item_1,158
8/8/2018,region_1,city_2,item_1,137
8/9/2018,region_1,city_2,item_1,130
8/10/2018,region_1,city_2,item_1,113
8/11/2018,region_1,city_2,item_1,30
8/12/2018,region_1,city_2,item_1,13
8/13/2018,region_1,city_2,item_1,146
8/14/2018,region_1,city_2,item_1,202
8/15/2018,region_1,city_2,item_1,184
8/16/2018,region_1,city_2,item_1,167
8/17/2018,region_1,city_2,item_1,242
8/18/2018,region_1,city_2,item_1,76
8/19/2018,region_1,city_2,item_1,26
8/20/2018,region_1,city_2,item_1,170
8/21/2018,region_1,city_2,item_1,195
8/22/2018,region_1,city_2,item_1,184
8/23/2018,region_1,city_2,item_1,137
8/24/2018,region_1,city_2,item_1,157
8/25/2018,region_1,city_2,item_1,53
8/26/2018,region_1,city_2,item_1,18
8/27/2018,region_1,city_2,item_1,152
8/28/2018,region_1,city_2,item_1,169
8/29/2018,region_1,city_2,item_1,195
8/30/2018,region_1,city_2,item_1,200
8/31/2018,region_1,city_2,item_1,135
9/1/2018,region_1,city_2,item_1,52
9/2/2018,region_1,city_2,item_1,12
9/3/2018,region_1,city_2,item_1,22
9/4/2018,region_1,city_2,item_1,217
9/5/2018,region_1,city_2,item_1,246
9/6/2018,region_1,city_2,item_1,190
9/7/2018,region_1,city_2,item_1,154
9/8/2018,region_1,city_2,item_1,63
9/9/2018,region_1,city_2,item_1,13
9/10/2018,region_1,city_2,item_1,171
9/11/2018,region_1,city_2,item_1,182
9/12/2018,region_1,city_2,item_1,145
9/13/2018,region_1,city_2,item_1,169
9/14/2018,region_1,city_2,item_1,126
9/15/2018,region_1,city_2,item_1,43
9/16/2018,region_1,city_2,item_1,12
9/17/2018,region_1,city_2,item_1,156
9/18/2018,region_1,city_2,item_1,141
9/19/2018,region_1,city_2,item_1,115
9/20/2018,region_1,city_2,item_1,162
9/21/2018,region_1,city_2,item_1,123
9/22/2018,region_1,city_2,item_1,33
9/23/2018,region_1,city_2,item_1,13
9/24/2018,region_1,city_2,item_1,167
9/25/2018,region_1,city_2,item_1,115
9/26/2018,region_1,city_2,item_1,147
9/27/2018,region_1,city_2,item_1,153
9/28/2018,region_1,city_2,item_1,150
9/29/2018,region_1,city_2,item_1,51
9/30/2018,region_1,city_2,item_1,21
10/1/2018,region_1,city_2,item_1,144
10/2/2018,region_1,city_2,item_1,152
10/3/2018,region_1,city_2,item_1,128
10/4/2018,region_1,city_2,item_1,149
10/5/2018,region_1,city_2,item_1,174
10/6/2018,region_1,city_2,item_1,64
10/7/2018,region_1,city_2,item_1,12
10/8/2018,region_1,city_2,item_1,170
10/9/2018,region_1,city_2,item_1,187
10/10/2018,region_1,city_2,item_1,157
10/11/2018,region_1,city_2,item_1,140
10/12/2018,region_1,city_2,item_1,118
10/13/2018,region_1,city_2,item_1,46
10/14/2018,region_1,city_2,item_1,22
10/15/2018,region_1,city_2,item_1,156
10/16/2018,region_1,city_2,item_1,157
10/17/2018,region_1,city_2,item_1,149
10/18/2018,region_1,city_2,item_1,138
10/19/2018,region_1,city_2,item_1,132
10/20/2018,region_1,city_2,item_1,48
10/21/2018,region_1,city_2,item_1,22
10/22/2018,region_1,city_2,item_1,115
10/23/2018,region_1,city_2,item_1,127
10/24/2018,region_1,city_2,item_1,123
10/25/2018,region_1,city_2,item_1,109
10/26/2018,region_1,city_2,item_1,56
10/27/2018,region_1,city_2,item_1,22
10/28/2018,region_1,city_2,item_1,8
10/29/2018,region_1,city_2,item_1,153
10/30/2018,region_1,city_2,item_1,150
10/31/2018,region_1,city_2,item_1,161
11/1/2018,region_1,city_2,item_1,140
11/2/2018,region_1,city_2,item_1,180
11/3/2018,region_1,city_2,item_1,52
11/4/2018,region_1,city_2,item_1,23
11/5/2018,region_1,city_2,item_1,211
11/6/2018,region_1,city_2,item_1,214
11/7/2018,region_1,city_2,item_1,187
11/8/2018,region_1,city_2,item_1,150
11/9/2018,region_1,city_2,item_1,121
11/10/2018,region_1,city_2,item_1,37
11/11/2018,region_1,city_2,item_1,28
11/12/2018,region_1,city_2,item_1,180
11/13/2018,region_1,city_2,item_1,141
11/14/2018,region_1,city_2,item_1,158
11/15/2018,region_1,city_2,item_1,135
11/16/2018,region_1,city_2,item_1,165
11/17/2018,region_1,city_2,item_1,71
11/18/2018,region_1,city_2,item_1,30
11/19/2018,region_1,city_2,item_1,193
11/20/2018,region_1,city_2,item_1,209
11/21/2018,region_1,city_2,item_1,127
11/22/2018,region_1,city_2,item_1,21
11/23/2018,region_1,city_2,item_1,121
11/24/2018,region_1,city_2,item_1,41
11/25/2018,region_1,city_2,item_1,12
11/26/2018,region_1,city_2,item_1,146
11/27/2018,region_1,city_2,item_1,198
11/28/2018,region_1,city_2,item_1,187
11/29/2018,region_1,city_2,item_1,138
11/30/2018,region_1,city_2,item_1,123
12/1/2018,region_1,city_2,item_1,49
12/2/2018,region_1,city_2,item_1,13
12/3/2018,region_1,city_2,item_1,145
12/4/2018,region_1,city_2,item_1,146
12/5/2018,region_1,city_2,item_1,142
12/6/2018,region_1,city_2,item_1,174
12/7/2018,region_1,city_2,item_1,222
12/8/2018,region_1,city_2,item_1,82
12/9/2018,region_1,city_2,item_1,25
12/10/2018,region_1,city_2,item_1,178
12/11/2018,region_1,city_2,item_1,143
12/12/2018,region_1,city_2,item_1,154
12/13/2018,region_1,city_2,item_1,156
12/14/2018,region_1,city_2,item_1,148
12/15/2018,region_1,city_2,item_1,59
12/16/2018,region_1,city_2,item_1,7
12/17/2018,region_1,city_2,item_1,177
12/18/2018,region_1,city_2,item_1,194
12/19/2018,region_1,city_2,item_1,221
12/20/2018,region_1,city_2,item_1,199
12/21/2018,region_1,city_2,item_1,170
12/22/2018,region_1,city_2,item_1,83
12/23/2018,region_1,city_2,item_1,17
12/24/2018,region_1,city_2,item_1,71
12/25/2018,region_1,city_2,item_1,4
12/26/2018,region_1,city_2,item_1,207
12/27/2018,region_1,city_2,item_1,203
12/28/2018,region_1,city_2,item_1,175
12/29/2018,region_1,city_2,item_1,86
12/30/2018,region_1,city_2,item_1,21
12/31/2018,region_1,city_2,item_1,121
1/1/2019,region_1,city_2,item_1,18
1/2/2019,region_1,city_2,item_1,166
1/3/2019,region_1,city_2,item_1,208
1/4/2019,region_1,city_2,item_1,183
1/5/2019,region_1,city_2,item_1,114
1/6/2019,region_1,city_2,item_1,42
1/7/2019,region_1,city_2,item_1,132
1/8/2019,region_1,city_2,item_1,175
1/9/2019,region_1,city_2,item_1,197
1/10/2019,region_1,city_2,item_1,140
1/11/2019,region_1,city_2,item_1,164
1/12/2019,region_1,city_2,item_1,83
1/13/2019,region_1,city_2,item_1,52
1/14/2019,region_1,city_2,item_1,269
1/15/2019,region_1,city_2,item_1,179
1/16/2019,region_1,city_2,item_1,179
1/17/2019,region_1,city_2,item_1,143
1/18/2019,region_1,city_2,item_1,204
1/19/2019,region_1,city_2,item_1,25
1/20/2019,region_1,city_2,item_1,34
1/21/2019,region_1,city_2,item_1,224
1/22/2019,region_1,city_2,item_1,178
1/23/2019,region_1,city_2,item_1,147
1/24/2019,region_1,city_2,item_1,232
1/25/2019,region_1,city_2,item_1,196
1/26/2019,region_1,city_2,item_1,76
1/27/2019,region_1,city_2,item_1,26
1/28/2019,region_1,city_2,item_1,96
1/29/2019,region_1,city_2,item_1,148
1/30/2019,region_1,city_2,item_1,37
1/31/2019,region_1,city_2,item_1,52
2/1/2019,region_1,city_2,item_1,121
2/2/2019,region_1,city_2,item_1,81
2/3/2019,region_1,city_2,item_1,29
2/4/2019,region_1,city_2,item_1,181
2/5/2019,region_1,city_2,item_1,158
2/6/2019,region_1,city_2,item_1,158
2/7/2019,region_1,city_2,item_1,132
2/8/2019,region_1,city_2,item_1,138
2/9/2019,region_1,city_2,item_1,57
2/10/2019,region_1,city_2,item_1,16
2/11/2019,region_1,city_2,item_1,168
2/12/2019,region_1,city_2,item_1,169
2/13/2019,region_1,city_2,item_1,181
2/14/2019,region_1,city_2,item_1,215
2/15/2019,region_1,city_2,item_1,208
2/16/2019,region_1,city_2,item_1,51
2/17/2019,region_1,city_2,item_1,42
2/18/2019,region_1,city_2,item_1,144
2/19/2019,region_1,city_2,item_1,125
2/20/2019,region_1,city_2,item_1,138
2/21/2019,region_1,city_2,item_1,119
2/22/2019,region_1,city_2,item_1,118
2/23/2019,region_1,city_2,item_1,70
2/24/2019,region_1,city_2,item_1,27
2/25/2019,region_1,city_2,item_1,150
2/26/2019,region_1,city_2,item_1,134
2/27/2019,region_1,city_2,item_1,124
2/28/2019,region_1,city_2,item_1,154
3/1/2019,region_1,city_2,item_1,157
3/2/2019,region_1,city_2,item_1,74
3/3/2019,region_1,city_2,item_1,25
3/4/2019,region_1,city_2,item_1,170
3/5/2019,region_1,city_2,item_1,159
3/6/2019,region_1,city_2,item_1,144
3/7/2019,region_1,city_2,item_1,171
3/8/2019,region_1,city_2,item_1,166
3/9/2019,region_1,city_2,item_1,65
3/10/2019,region_1,city_2,item_1,18
3/11/2019,region_1,city_2,item_1,150
3/12/2019,region_1,city_2,item_1,107
3/13/2019,region_1,city_2,item_1,113
3/14/2019,region_1,city_2,item_1,122
3/15/2019,region_1,city_2,item_1,123
3/16/2019,region_1,city_2,item_1,26
3/17/2019,region_1,city_2,item_1,9
3/18/2019,region_1,city_2,item_1,144
3/19/2019,region_1,city_2,item_1,146
3/20/2019,region_1,city_2,item_1,112
3/21/2019,region_1,city_2,item_1,107
3/22/2019,region_1,city_2,item_1,119
3/23/2019,region_1,city_2,item_1,36
3/24/2019,region_1,city_2,item_1,19
3/25/2019,region_1,city_2,item_1,156
3/26/2019,region_1,city_2,item_1,148
3/27/2019,region_1,city_2,item_1,140
3/28/2019,region_1,city_2,item_1,111
3/29/2019,region_1,city_2,item_1,137
3/30/2019,region_1,city_2,item_1,46
3/31/2019,region_1,city_2,item_1,14
4/1/2019,region_1,city_2,item_1,135
4/2/2019,region_1,city_2,item_1,135
4/3/2019,region_1,city_2,item_1,124
4/4/2019,region_1,city_2,item_1,133
4/5/2019,region_1,city_2,item_1,88
4/6/2019,region_1,city_2,item_1,60
4/7/2019,region_1,city_2,item_1,45
4/8/2019,region_1,city_2,item_1,155
4/9/2019,region_1,city_2,item_1,138
4/10/2019,region_1,city_2,item_1,183
4/11/2019,region_1,city_2,item_1,196
4/12/2019,region_1,city_2,item_1,199
4/13/2019,region_1,city_2,item_1,65
4/14/2019,region_1,city_2,item_1,18
4/15/2019,region_1,city_2,item_1,138
4/16/2019,region_1,city_2,item_1,128
4/17/2019,region_1,city_2,item_1,162
4/18/2019,region_1,city_2,item_1,119
4/19/2019,region_1,city_2,item_1,146
4/20/2019,region_1,city_2,item_1,49
4/21/2019,region_1,city_2,item_1,21
4/22/2019,region_1,city_2,item_1,173
4/23/2019,region_1,city_2,item_1,206
4/24/2019,region_1,city_2,item_1,139
4/25/2019,region_1,city_2,item_1,151
4/26/2019,region_1,city_2,item_1,182
4/27/2019,region_1,city_2,item_1,44
4/28/2019,region_1,city_2,item_1,22
4/29/2019,region_1,city_2,item_1,188
4/30/2019,region_1,city_2,item_1,190
5/1/2019,region_1,city_2,item_1,145
5/2/2019,region_1,city_2,item_1,106
5/3/2019,region_1,city_2,item_1,99
5/4/2019,region_1,city_2,item_1,33
5/5/2019,region_1,city_2,item_1,24
5/6/2019,region_1,city_2,item_1,186
5/7/2019,region_1,city_2,item_1,170
5/8/2019,region_1,city_2,item_1,152
5/9/2019,region_1,city_2,item_1,134
5/10/2019,region_1,city_2,item_1,156
5/11/2019,region_1,city_2,item_1,56
5/12/2019,region_1,city_2,item_1,12
5/13/2019,region_1,city_2,item_1,193
5/14/2019,region_1,city_2,item_1,175
5/15/2019,region_1,city_2,item_1,122
5/16/2019,region_1,city_2,item_1,122
5/17/2019,region_1,city_2,item_1,178
5/18/2019,region_1,city_2,item_1,61
5/19/2019,region_1,city_2,item_1,12
5/20/2019,region_1,city_2,item_1,194
5/21/2019,region_1,city_2,item_1,176
5/22/2019,region_1,city_2,item_1,131
5/23/2019,region_1,city_2,item_1,128
5/24/2019,region_1,city_2,item_1,129
5/25/2019,region_1,city_2,item_1,41
5/26/2019,region_1,city_2,item_1,18
5/27/2019,region_1,city_2,item_1,17
5/28/2019,region_1,city_2,item_1,171
5/29/2019,region_1,city_2,item_1,167
5/30/2019,region_1,city_2,item_1,132
5/31/2019,region_1,city_2,item_1,99
6/1/2019,region_1,city_2,item_1,48
6/2/2019,region_1,city_2,item_1,14
6/3/2019,region_1,city_2,item_1,175
6/4/2019,region_1,city_2,item_1,131
6/5/2019,region_1,city_2,item_1,98
6/6/2019,region_1,city_2,item_1,99
6/7/2019,region_1,city_2,item_1,156
6/8/2019,region_1,city_2,item_1,46
6/9/2019,region_1,city_2,item_1,28
6/10/2019,region_1,city_2,item_1,231
6/11/2019,region_1,city_2,item_1,211
6/12/2019,region_1,city_2,item_1,155
6/13/2019,region_1,city_2,item_1,148
6/14/2019,region_1,city_2,item_1,107
6/15/2019,region_1,city_2,item_1,55
6/16/2019,region_1,city_2,item_1,12
6/17/2019,region_1,city_2,item_1,189
6/18/2019,region_1,city_2,item_1,196
6/19/2019,region_1,city_2,item_1,120
6/20/2019,region_1,city_2,item_1,68
6/21/2019,region_1,city_2,item_1,103
6/22/2019,region_1,city_2,item_1,44
6/23/2019,region_1,city_2,item_1,16
6/24/2019,region_1,city_2,item_1,129
6/25/2019,region_1,city_2,item_1,127
6/26/2019,region_1,city_2,item_1,148
6/27/2019,region_1,city_2,item_1,136
6/28/2019,region_1,city_2,item_1,141
6/29/2019,region_1,city_2,item_1,67
6/30/2019,region_1,city_2,item_1,17
7/1/2019,region_1,city_2,item_1,223
7/2/2019,region_1,city_2,item_1,176
7/3/2019,region_1,city_2,item_1,141
7/4/2019,region_1,city_2,item_1,24
7/5/2019,region_1,city_2,item_1,175
7/6/2019,region_1,city_2,item_1,91
7/7/2019,region_1,city_2,item_1,35
7/8/2019,region_1,city_2,item_1,184
7/9/2019,region_1,city_2,item_1,201
7/10/2019,region_1,city_2,item_1,97
7/11/2019,region_1,city_2,item_1,101
7/12/2019,region_1,city_2,item_1,142
7/13/2019,region_1,city_2,item_1,43
7/14/2019,region_1,city_2,item_1,27
7/15/2019,region_1,city_2,item_1,157
7/16/2019,region_1,city_2,item_1,159
7/17/2019,region_1,city_2,item_1,81
7/18/2019,region_1,city_2,item_1,84
7/19/2019,region_1,city_2,item_1,143
7/20/2019,region_1,city_2,item_1,40
7/21/2019,region_1,city_2,item_1,22
7/22/2019,region_1,city_2,item_1,170
7/23/2019,region_1,city_2,item_1,222
7/24/2019,region_1,city_2,item_1,200
7/25/2019,region_1,city_2,item_1,102
7/26/2019,region_1,city_2,item_1,110
7/27/2019,region_1,city_2,item_1,85
7/28/2019,region_1,city_2,item_1,18
7/29/2019,region_1,city_2,item_1,228
7/30/2019,region_1,city_2,item_1,151
7/31/2019,region_1,city_2,item_1,102
8/1/2019,region_1,city_2,item_1,169
8/2/2019,region_1,city_2,item_1,196
8/3/2019,region_1,city_2,item_1,70
8/4/2019,region_1,city_2,item_1,15
8/5/2019,region_1,city_2,item_1,203
8/6/2019,region_1,city_2,item_1,162
8/7/2019,region_1,city_2,item_1,126
8/8/2019,region_1,city_2,item_1,109
8/9/2019,region_1,city_2,item_1,157
8/10/2019,region_1,city_2,item_1,105
8/11/2019,region_1,city_2,item_1,20
8/12/2019,region_1,city_2,item_1,195
8/13/2019,region_1,city_2,item_1,134
8/14/2019,region_1,city_2,item_1,156
8/15/2019,region_1,city_2,item_1,167
8/16/2019,region_1,city_2,item_1,113
8/17/2019,region_1,city_2,item_1,44
8/18/2019,region_1,city_2,item_1,20
8/19/2019,region_1,city_2,item_1,201
8/20/2019,region_1,city_2,item_1,149
8/21/2019,region_1,city_2,item_1,150
8/22/2019,region_1,city_2,item_1,130
8/23/2019,region_1,city_2,item_1,159
8/24/2019,region_1,city_2,item_1,66
8/25/2019,region_1,city_2,item_1,17
8/26/2019,region_1,city_2,item_1,211
8/27/2019,region_1,city_2,item_1,144
8/28/2019,region_1,city_2,item_1,157
8/29/2019,region_1,city_2,item_1,148
8/30/2019,region_1,city_2,item_1,173
8/31/2019,region_1,city_2,item_1,84
9/1/2019,region_1,city_2,item_1,15
9/2/2019,region_1,city_2,item_1,19
9/3/2019,region_1,city_2,item_1,184
9/4/2019,region_1,city_2,item_1,171
9/5/2019,region_1,city_2,item_1,139
9/6/2019,region_1,city_2,item_1,153
9/7/2019,region_1,city_2,item_1,21
9/8/2019,region_1,city_2,item_1,15
9/9/2019,region_1,city_2,item_1,131
9/10/2019,region_1,city_2,item_1,174
9/11/2019,region_1,city_2,item_1,136
9/12/2019,region_1,city_2,item_1,134
9/13/2019,region_1,city_2,item_1,114
9/14/2019,region_1,city_2,item_1,32
9/15/2019,region_1,city_2,item_1,11
9/16/2019,region_1,city_2,item_1,157
9/17/2019,region_1,city_2,item_1,119
9/18/2019,region_1,city_2,item_1,127
9/19/2019,region_1,city_2,item_1,133
9/20/2019,region_1,city_2,item_1,145
9/21/2019,region_1,city_2,item_1,37
9/22/2019,region_1,city_2,item_1,13
9/23/2019,region_1,city_2,item_1,180
9/24/2019,region_1,city_2,item_1,143
9/25/2019,region_1,city_2,item_1,124
9/26/2019,region_1,city_2,item_1,144
9/27/2019,region_1,city_2,item_1,150
9/28/2019,region_1,city_2,item_1,85
9/29/2019,region_1,city_2,item_1,21
9/30/2019,region_1,city_2,item_1,126
10/1/2019,region_1,city_2,item_1,108
10/2/2019,region_1,city_2,item_1,118
10/3/2019,region_1,city_2,item_1,124
10/4/2019,region_1,city_2,item_1,144
10/5/2019,region_1,city_2,item_1,52
10/6/2019,region_1,city_2,item_1,13
10/7/2019,region_1,city_2,item_1,146
10/8/2019,region_1,city_2,item_1,99
10/9/2019,region_1,city_2,item_1,131
10/10/2019,region_1,city_2,item_1,130
10/11/2019,region_1,city_2,item_1,154
10/12/2019,region_1,city_2,item_1,56
10/13/2019,region_1,city_2,item_1,19
10/14/2019,region_1,city_2,item_1,160
10/15/2019,region_1,city_2,item_1,139
10/16/2019,region_1,city_2,item_1,157
10/17/2019,region_1,city_2,item_1,129
10/18/2019,region_1,city_2,item_1,115
10/19/2019,region_1,city_2,item_1,63
10/20/2019,region_1,city_2,item_1,59
10/21/2019,region_1,city_2,item_1,271
10/22/2019,region_1,city_2,item_1,201
10/23/2019,region_1,city_2,item_1,201
10/24/2019,region_1,city_2,item_1,230
10/25/2019,region_1,city_2,item_1,163
10/26/2019,region_1,city_2,item_1,49
10/27/2019,region_1,city_2,item_1,40
10/28/2019,region_1,city_2,item_1,267
